files_modified,files_created,files_deleted,entropy,extensions,cpu,memory,suspicious_proc,disk_io,new_proc,honeypot_hit,honeypot_rate,acceleration,burst,consistency
0.1354510371892178,0.2752276293869263,0.199314694375664,0.23484659438811506,0.2919731113981534,0.16670700246960815,0.0946474980999016,0.11754371758421797,0.1390643027318489,0.035554359519506806,0.19355698228096938,0.11404164265221814,0.2875347254036442,0.28994936684997047,0.20065778326136838
0.17835357730086912,0.2346749729724273,0.029795487571289192,0.1156628921243263,0.1883889952921653,0.18680169080630538,0.03650090218870785,0.2930769888412652,0.08901211775736725,0.10391351742055077,0.22572504037624683,0.21636614639072593,0.10894550220702905,0.03865241539612295,0.1674996212434718
0.18619517105672756,0.14097683636563582,0.2073527851335009,0.10800115848977138,0.029633828968663997,0.23742129113126637,0.06927978715503717,0.09084951654179209,0.1054119303064336,0.14953360607004035,0.07692418311435516,0.13007121622661824,0.20939607643976652,0.0730987659526146,0.26828186288863576
0.289498616902294,0.04693198348389472,0.279145971450726,0.2942772063919238,0.07814029370836136,0.013800417769966067,0.0722465774913797,0.04442865363806133,0.17516620910341166,0.10065581612665915,0.058097432071316,0.14338383992546946,0.10236018050688801,0.23485713137276618,0.03863624448032523
0.15761959119463492,0.08236332780531437,0.25106859196196674,0.09773838859219659,0.23337815624141944,0.042947662941435594,0.2535435276500553,0.11114656503695818,0.008775094328352495,0.09265386304665964,0.22108226998615252,0.22614742463129037,0.10010231141785834,0.07043045996979988,0.1821916271041181
0.2515005897194682,0.1749959549965073,0.021498465853597246,0.1564880864785476,0.12805914417063113,0.08795081182885318,0.1406880044870657,0.22268457709709175,0.18730899660083655,0.08386962048163282,0.043701067948652424,0.22730240359781972,0.1624367178868123,0.08723119035893857,0.1602208682907684
0.0338333013951051,0.15490935839493783,0.20598188417746646,0.21422476710187374,0.28693210891867466,0.12484282953940591,0.21682923159452325,0.016194460147031384,0.019546788195195897,0.15807548852351438,0.1619829495618914,0.2371445281002703,0.27861206605282207,0.16328292125918667,0.2645996426938904
0.2897180135722388,0.09344101160604502,0.04449542562688153,0.24274862729528668,0.05492316844828129,0.14433954885299927,0.03615509182353083,0.23643222124241906,0.22210868850298396,0.03441142547289789,0.142957095303471,0.10569301437289527,0.1238645998229201,0.11058898542723057,0.2270859453435441
0.09645743548188719,0.06566217366482942,0.07401820524586063,0.18155897201492624,0.2679652585559481,0.09843220146398846,0.012481477838632326,0.1821316475482012,0.13050239297309896,0.016891737701041996,0.26877933533943876,0.23117368671724722,0.01666334066411593,0.15278124060820905,0.14988144818291502
0.2596209835789594,0.10214755806780379,0.22558746958687348,0.05616544544730468,0.26651713060545407,0.24133543572138644,0.195872120340835,0.19025767190523551,0.004777979518600084,0.265327323169585,0.04057952904021262,0.025402048317231394,0.2554277954502977,0.28834203889964377,0.07825316187317925
0.15269143307805833,0.05383944184486745,0.25008255481446845,0.20662746201985785,0.05076394463950168,0.19658771340389772,0.1333990631485711,0.09551158700245768,0.004949652401827675,0.20705575727974287,0.28369940517665065,0.1567132736020173,0.2257270314187286,0.29632768100197615,0.04200354873209761
0.1352420272109008,0.28033224952917785,0.05089560454087522,0.1872670996511001,0.2573337492290758,0.2563108136088094,0.009549499622371116,0.2074093253671075,0.14624332770018864,0.2091517565483982,0.21773130871069485,0.0729913003023618,0.04102984059592494,0.012035826210535894,0.11540473948311634
0.2673592504340788,0.15229935081632662,0.042505696580389114,0.04690636174556507,0.19621373908042097,0.21839938912321893,0.09657161500048157,0.2173051771704773,0.27158642556146484,0.20300742890027612,0.1435723690136251,0.09272692902720045,0.05788612433046315,0.20388207784219195,0.21827726581337212
0.07407359961203065,0.10078252553322234,0.04107250603199762,0.006765812606212107,0.11990135489589855,0.13590346768069145,0.23559888975416488,0.018467868321444425,0.02453165394451354,0.25799275585559295,0.19345426061375603,0.1443229302185396,0.04062184111545215,0.11938158069764777,0.20221318706117816
0.25921409257986017,0.016553990620654466,0.07007523657121509,0.17116840858125051,0.0633870861335256,0.08994074970158443,0.09034747028548801,0.023765353485519437,0.26546509283916514,0.28942869341835603,0.252366746784881,0.2629263532866471,0.057589278699005715,0.24928171676991556,0.25112705391823126
0.017988692958915153,0.21476093573432312,0.019617849944932986,0.286219750327358,0.051746679273254215,0.17186621799622437,0.10925875353148136,0.11611227519214155,0.10084647121918745,0.20758523429981415,0.10367537191493649,0.2133486738435121,0.07735330028540356,0.14546880221456812,0.07714459987227504
0.1977774096640399,0.14934964599251646,0.13877877242673736,0.041959711681706965,0.21177745378560967,0.23596536834719825,0.1311001632544007,0.2861622423008811,0.21067723247632492,0.14514371920632857,0.2533290843963469,0.21358531517488993,0.0011787018656038595,0.27073511182712484,0.07946910295422022
0.22064143617310011,0.08706631573554421,0.15529301122273667,0.2978255816005659,0.039902109783852356,0.017729823182954206,0.03997323575210302,0.05760088338605339,0.11104409014892065,0.20380186641630924,0.05905050622889169,0.025422132089448955,0.10079015773090899,0.2720679303237344,0.11706587656847223
0.13645660176167018,0.0223618184345126,0.11862769797475282,0.2898802261993606,0.18999160753499414,0.10431059110717414,0.20150286921887467,0.24096151773262545,0.2597963595563358,0.037258956711337665,0.27457729915578744,0.027036584007431273,0.13093415431561342,0.05192688008282363,0.08454149093941504
0.13763793245739817,0.165686023297531,0.20589481857770814,0.23658499200285824,0.13165921270308995,0.1530172224868813,0.23561815473759218,0.017088645132893408,0.11273928675288376,0.10112001171177906,0.012813582236184073,0.19474421655480853,0.20756744598862467,0.08918147604305192,0.2948819331682961
0.1337238426549641,0.07807147170491109,0.17985956761732638,0.02305335442816463,0.039937111441317785,0.0850792181177086,0.0008040981801743951,0.18717600655755734,0.12205200504386192,0.10524301917908031,0.180663612004026,0.06036494236178338,0.1661984221842249,0.2205125888762051,0.1878577196186465
0.1504603132965817,0.05867193204128396,0.06304695574767769,0.14705401358009026,0.14822053250748812,0.19005797525334583,0.020374584067141464,0.19687660628162568,0.005320225407091139,0.03258397380452458,0.1739147399287514,0.0797459805907212,0.010754000316312917,0.22136338176856243,0.10912522720497338
0.10665117063074409,0.02984015556967292,0.1711957746703916,0.18734982547267776,0.11520492315218958,0.21078348268164576,0.11446839633543626,0.07910642239740634,0.22185285765908394,0.2558739850078394,0.014393342890152438,0.2850974897135875,0.20591912520697392,0.04623022458814802,0.15298778875430208
0.09935401811536994,0.016842301512985536,0.2579684933092464,0.0025303566265503785,0.0443249535427934,0.12104759161547611,0.2751797582993307,0.27985498725530383,0.050895398550282064,0.23184954930545162,0.06979954104063059,0.07099511905827605,0.22242392955135773,0.14743479383442512,0.05267173696412536
0.21599953362446953,0.1750273039504505,0.026376961890164783,0.15492204796640816,0.09177276943861715,0.0523544515042683,0.10851062197759744,0.13746183006284887,0.04946174193940813,0.06005036413178557,0.04268102291402241,0.059882014453776056,0.04504381444694284,0.18915014504959674,0.21704491212358232
0.052860794204610984,0.022748438775876012,0.041059535916040044,0.015858771219077104,0.09639864887588818,0.07722749486690056,0.1392947490653135,0.29474419159320486,0.25404304072680656,0.169430445121211,0.07381372133464593,0.21846110006344463,0.21080746785170254,0.016615462086238673,0.2605962936903436
0.21873594131569415,0.2685442173166023,0.041523847161601145,0.23001637093329616,0.018421684742022725,0.10623856623542119,0.22016035675283796,0.17198616504291464,0.037267466106142455,0.08990349720845785,0.28416129365352955,0.25199165924813816,0.28014038962167365,0.18952496349849188,0.09433676918623761
0.13997631186558215,0.07091867641413867,0.07514524259001935,0.041641014155490964,0.15013499214562434,0.10663335570241468,0.17494135087924786,0.1747515923651753,0.2945609652339695,0.19837276225970854,0.19004632251920492,0.0030997211566988424,0.22902313341889932,0.2909435116272931,0.054468828098859466
0.22622563625477732,0.1128023772179742,0.03991654331835761,0.2762905657797165,0.05952350659065808,0.05973443619530808,0.01655103602976492,0.05585074463326419,0.011673812346336266,0.013202496435146982,0.23481967875199827,0.08890959972569923,0.24178460526468373,0.11183771095208801,0.28508928436227304
0.18996555685683783,0.24476708068286832,0.08459361767322403,0.13473579403884547,0.06101290050793214,0.23257922021457603,0.2790655930188026,0.18253107839852556,0.18605722577669254,0.1952042956071239,0.29746250695656656,0.07095234114333913,0.10846987976111246,0.19885830993446632,0.0342131029957596
